,Batsman,Mode of Dismissal,Runs Scored,Balls Faced,Fours,Sixes,Strike Rate,Innings,Location,Date,Batting Position,Format,Year,Match,Series
105,Ed Cowan,c V Laxman b R Ashwin,30,63,3,0,47.62,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",1,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
106,David Warner,lbw b Z Khan,8,23,0,0,34.78,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",2,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
107,Shaun Marsh,b R Ashwin,3,12,0,0,25.00,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",3,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
108,Ricky Ponting,c S Tendulkar b Z Khan,221,404,21,0,54.70,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",4,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
109,Michael Clarke,b U Yadav,210,275,26,1,76.36,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",5,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
110,Michael Hussey,run out (G Gambhir),25,33,3,0,75.76,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",6,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
111,Brad Haddin,not out,42,66,1,2,63.64,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",7,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
112,Peter Siddle,c W Saha b R Ashwin,2,15,0,0,13.33,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",8,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
113,Ryan Harris,not out,35,51,2,1,68.63,1,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",9,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
114,Gautam Gambhir,c M Hussey b P Siddle,34,94,4,0,36.17,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",1,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
115,Virender Sehwag,c & b P Siddle,18,18,3,0,100.00,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",2,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
116,Rahul Dravid,b B Hilfenhaus,1,9,0,0,11.11,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",3,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
117,Sachin Tendulkar,c R Ponting b P Siddle,25,69,3,0,36.23,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",4,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
118,VVS Laxman,c B Haddin b N Lyon,18,43,1,0,41.86,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",5,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
119,Virat Kohli,lbw b B Hilfenhaus,116,213,11,1,54.46,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",6,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
120,Wriddhiman Saha,b R Harris,35,94,1,1,37.23,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",7,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
121,Ravichandran Ashwin,lbw b P Siddle,5,9,0,0,55.56,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",8,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
122,Zaheer Khan,c B Haddin b P Siddle,0,1,0,0,0.00,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",9,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
123,Ishant Sharma,b B Hilfenhaus,16,23,3,0,69.57,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",10,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
124,Umesh Yadav,not out,0,0,0,0,0.00,2,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",11,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
125,David Warner,c & b R Ashwin,28,39,4,0,71.79,3,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",1,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
126,Ed Cowan,lbw b R Ashwin,10,27,1,0,37.04,3,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",2,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
127,Shaun Marsh,lbw b Z Khan,0,4,0,0,0.00,3,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",3,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
128,Ricky Ponting,not out,60,96,5,0,62.50,3,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",4,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
129,Michael Clarke,c W Saha b U Yadav,37,43,4,0,86.05,3,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",5,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
130,Michael Hussey,lbw b I Sharma,15,40,1,0,37.50,3,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",6,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
131,Brad Haddin,not out,11,26,2,0,42.31,3,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",7,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
132,Gautam Gambhir,c B Haddin b R Harris,3,18,0,0,16.67,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",1,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
133,Virender Sehwag,c R Ponting b N Lyon,62,53,12,0,116.98,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",2,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
134,Rahul Dravid,c M Hussey b R Harris,25,71,3,0,35.21,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",3,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
135,Sachin Tendulkar,c E Cowan b N Lyon,13,34,2,0,38.24,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",4,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
136,VVS Laxman,c S Marsh b N Lyon,35,88,4,0,39.77,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",5,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
137,Virat Kohli,run out (B Hilfenhaus),22,62,2,0,35.48,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",6,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
138,Ishant Sharma,c B Haddin b R Harris,2,12,0,0,16.67,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",7,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
139,Wriddhiman Saha,c B Haddin b P Siddle,3,20,0,0,15.00,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",8,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
140,Ravichandran Ashwin,not out,15,31,1,0,48.39,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",9,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
141,Zaheer Khan,c D Warner b B Hilfenhaus,15,18,3,0,83.33,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",10,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
142,Umesh Yadav,c B Haddin b N Lyon,1,11,0,0,9.09,4,"Adelaide Oval, Adelaide","Jan 24-Jan 28, 10:31 AM LOCAL",11,Test,2011-12,"Australia vs India, 4th Test - Live Cricket Score, Commentary",India in Australia Test series 2011-12
143,Tharanga Paranavitana,b V Philander,32,67,4,0,47.76,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",1,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
144,Tillakaratne Dilshan,c V Philander b D Steyn,6,7,1,0,85.71,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",2,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
145,Kumar Sangakkara,c J Kallis b V Philander,1,3,0,0,33.33,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",3,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
146,Mahela Jayawardene,c Graeme Smith b D Steyn,30,73,2,0,41.10,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",4,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
147,Thilan Samaraweera,c M Boucher b V Philander,36,67,5,0,53.73,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",5,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
148,Angelo Mathews,c J Kallis b V Philander,38,52,6,0,73.08,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",6,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
149,Kaushal Silva,c M Boucher b V Philander,0,1,0,0,0.00,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",7,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
150,Thisara Perera,c J Kallis b I Tahir,1,2,0,0,50.00,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",8,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
151,Rangana Herath,not out,14,16,2,0,87.50,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",9,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
152,Chanaka Welegedara,b D Steyn,4,3,1,0,133.33,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",10,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
153,Dilhara Fernando,b D Steyn,0,1,0,0,0.00,1,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",11,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
154,Jacques Rudolph,c T Paranavitana b T Perera,44,140,4,0,31.43,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",1,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
155,Graeme Smith,lbw b D Fernando,61,105,7,0,58.10,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",2,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
156,Dale Steyn,run out (R Herath),0,5,0,0,0.00,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",3,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
157,Hashim Amla,c A Mathews b T Perera,18,33,3,0,54.55,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",4,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
158,Jacques Kallis,c A Mathews b C Welegedara,31,56,5,0,55.36,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",5,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
159,AB de Villiers,c (sub)D Karunaratne b T Perera,99,135,12,0,73.33,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",6,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
160,Ashwell Prince,c K Silva b A Mathews,39,98,4,0,39.80,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",7,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
161,Mark Boucher,c K Silva b C Welegedara,65,101,10,0,64.36,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",8,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
162,Vernon Philander,c M Jayawardene b T Dilshan,4,30,0,0,13.33,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",9,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
163,Morne Morkel,c T Samaraweera b C Welegedara,4,4,1,0,100.00,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",10,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
164,Imran Tahir,not out,29,33,5,0,87.88,2,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",11,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
165,Tharanga Paranavitana,c M Boucher b D Steyn,4,21,1,0,19.05,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",1,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
166,Tillakaratne Dilshan,c M Boucher b V Philander,6,9,1,0,66.67,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",2,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
167,Kumar Sangakkara,c M Boucher b V Philander,2,8,0,0,25.00,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",3,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
168,Mahela Jayawardene,run out (J Kallis),15,31,3,0,48.39,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",4,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
169,Thilan Samaraweera,c M Boucher b M Morkel,32,54,6,0,59.26,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",5,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
170,Angelo Mathews,c M Boucher b V Philander,5,17,1,0,29.41,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",6,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
171,Kaushal Silva,c J Kallis b I Tahir,17,45,1,0,37.78,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",7,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
172,Thisara Perera,c Graeme Smith b D Steyn,21,27,1,1,77.78,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",8,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
173,Rangana Herath,c M Boucher b V Philander,23,18,2,2,127.78,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",9,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
174,Chanaka Welegedara,c & b V Philander,10,8,1,1,125.00,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",10,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
175,Dilhara Fernando,not out,4,7,1,0,57.14,3,"SuperSport Park, Centurion","Dec 15-Dec 19, 10:30 AM LOCAL",11,Test,2011-12,"South Africa vs Sri Lanka, 1st Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
176,Tharanga Paranavitana,c M Boucher b M de Lange,12,29,1,0,41.38,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",1,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
177,Tillakaratne Dilshan,c M Morkel b I Tahir,47,69,6,0,68.12,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",2,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
178,Kumar Sangakkara,c M Boucher b M de Lange,0,3,0,0,0.00,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",3,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
179,Mahela Jayawardene,b M Morkel,31,58,3,1,53.45,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",4,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
180,Thilan Samaraweera,c A Prince b M de Lange,102,269,11,0,37.92,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",5,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
181,Angelo Mathews,c & b M de Lange,30,51,5,0,58.82,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",6,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
182,Dinesh Chandimal,c M Boucher b M Morkel,58,86,7,0,67.44,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",7,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
183,Thisara Perera,c H Amla b M de Lange,12,28,2,0,42.86,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",8,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
184,Rangana Herath,c M Boucher b M de Lange,30,54,4,0,55.56,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",9,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
185,Chanaka Welegedara,c H Amla b M de Lange,2,4,0,0,50.00,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",10,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
186,Dilhara Fernando,not out,0,5,0,0,0.00,1,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",11,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
187,Graeme Smith,c D Chandimal b C Welegedara,15,38,2,0,39.47,2,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",1,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
188,Jacques Rudolph,c C Welegedara b T Perera,7,13,1,0,53.85,2,"Kingsmead, Durban","Dec 26-Dec 30, 10:00 AM LOCAL",2,Test,2011-12,"South Africa vs Sri Lanka, 2nd Test - Live Cricket Score, Commentary",Sri Lanka in South Africa 2011-12
